property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate
propmarket-S_WJ4Sx28S7mw4FnZ1aIR,propmarket,Warehouse,"The warehouse is located in Ha Hoohlo Florida, at 40k per month","Thepa ena ya mofuta wa house e fumaneha Ha Hoohlo, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 40,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",40000,LSL,Maseru,"Ha Hoohlo, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-S_WJ4Sx28S7mw4FnZ1aIR\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-S_WJ4Sx28S7mw4FnZ1aIR\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-S_WJ4Sx28S7mw4FnZ1aIR\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-S_WJ4Sx28S7mw4FnZ1aIR\\image_4.jpg""]",https://www.propmarket.co.ls/properties/S_WJ4Sx28S7mw4FnZ1aIR,Good,Traditional,Suburban,[],rent,4,Lesotho,Maseru,text_match,Ha Hoohlo,commercial,,2,train,not_residential:commercial,False,False
propmarket-xi929LSpoSctBQ62vW2j2,propmarket,"3 Units, Office","Offices to let in Maseru West,\nThis is ideal for small businesses, any kind of meetings and trainings,\n\nWe have hourly rates, \nWeekly rates\nMonthly rates and Annual rates.\n\nWe have kitchen, bathrooms for both genders, free wifi. contact us today to book.","Thepa ena ya mofuta wa commercial e fumaneha Maseru West, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 925. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",925,LSL,Maseru,"Maseru West, Maseru",Commercial,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-xi929LSpoSctBQ62vW2j2\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-xi929LSpoSctBQ62vW2j2\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-xi929LSpoSctBQ62vW2j2\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-xi929LSpoSctBQ62vW2j2\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-xi929LSpoSctBQ62vW2j2\\image_5.jpg""]",https://www.propmarket.co.ls/properties/xi929LSpoSctBQ62vW2j2,Good,Contemporary,Suburban,"[""office-ready""]",rent,5,Lesotho,Maseru,text_match,Maseru West,commercial,,2,train,not_residential:commercial,False,False
propmarket-gOyBBUCYzdayGGsaQvIbB,propmarket,Commercial,"This mini complex is at Naleli Sekamaneng, just near the main road at just 500k,it consists of a shop, pharmacy and a salon.","Thepa ena ya mofuta wa commercial e fumaneha Naleli, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",500000,LSL,Berea,"Naleli, Berea",Commercial,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-gOyBBUCYzdayGGsaQvIbB\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-gOyBBUCYzdayGGsaQvIbB\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-gOyBBUCYzdayGGsaQvIbB\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-gOyBBUCYzdayGGsaQvIbB\\image_4.jpg""]",https://www.propmarket.co.ls/properties/gOyBBUCYzdayGGsaQvIbB,Good,Contemporary,Urban,"[""road access""]",sale,4,Lesotho,Berea,text_match,Naleli,commercial,,2,val,not_residential:commercial,False,False
propmarket-i4Vz-XCzrv8T7dnrdKke_,propmarket,Commercial,"The site is located at Ha Tikoe, about 2 minutes' walk from Maseru Private Academy it is on the opposite side","Thepa ena ya mofuta wa site e fumaneha Ha Tsolo, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,900,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1900000,LSL,Maseru,"Ha Tsolo, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i4Vz-XCzrv8T7dnrdKke_\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i4Vz-XCzrv8T7dnrdKke_\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i4Vz-XCzrv8T7dnrdKke_\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i4Vz-XCzrv8T7dnrdKke_\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-i4Vz-XCzrv8T7dnrdKke_\\image_5.jpg""]",https://www.propmarket.co.ls/properties/i4Vz-XCzrv8T7dnrdKke_,Good,Contemporary,Suburban,[],sale,5,Lesotho,Maseru,text_match,Ha Tsolo,commercial,,,val,not_residential:commercial,False,False
propmarket-YTDwRUx3zHKcaHbabWIha,propmarket,"3 Units, Village Shopping Complex",🏢INVESTMENT PROPERTY FOR SALE📢\n📍Naleli\nAsking Price 500k\nSite: 254.88 sqm\nNear the main road\nLeased,"Thepa ena ya mofuta wa site e fumaneha Naleli, Berea. E na le sebaka sena mme e fumaneha ka theko ya M 500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",500000,LSL,Berea,"Naleli, Berea",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YTDwRUx3zHKcaHbabWIha\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YTDwRUx3zHKcaHbabWIha\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YTDwRUx3zHKcaHbabWIha\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YTDwRUx3zHKcaHbabWIha\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YTDwRUx3zHKcaHbabWIha\\image_5.png""]",https://www.propmarket.co.ls/properties/YTDwRUx3zHKcaHbabWIha,Good,Contemporary,Suburban,"[""road access""]",sale,5,Lesotho,Berea,text_match,Naleli,commercial,,,train,not_residential:commercial,False,False
propmarket-edfhLQc1l43TE6yfto4ak,propmarket,Guest House,"We are Salisha Bed and Breakfast at Masowe 2... single=660, double 860, twin=910 and executive room 1200","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 660. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",660,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-edfhLQc1l43TE6yfto4ak\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-edfhLQc1l43TE6yfto4ak\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-edfhLQc1l43TE6yfto4ak\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-edfhLQc1l43TE6yfto4ak\\image_4.jpg""]",https://www.propmarket.co.ls/properties/edfhLQc1l43TE6yfto4ak,Good,Traditional,Urban,"[""near schools"", ""road access""]",rent,4,Lesotho,Maseru,text_match,Masowe 1b Secondary School,commercial,,2,train,not_residential:commercial,False,False
propmarket-FNCZZ2TyT7trV3bklxrX_,propmarket,Guest House,"In Katlehong Maseru.\n\nLooking for the perfect getaway?? Look no further! At Greater Heights Guest House, we pride ourselves on providing the best hospitality service and cozy rooms that make you feel right at home.\n\nSingle M600.00 breakfast includes breakfast \nDouble M750.00 lunch includes breakfast \nExecutive room M 850.00 includes breakfast.\n\nFree WIFI, Conference Hall, On site parking, dining area and bar, LCD flat screens and private boardroom. \n","Thepa ena ya mofuta wa apartment e fumaneha Katlehong, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 750. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",750,LSL,Maseru,"Katlehong, Maseru",Apartment,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-FNCZZ2TyT7trV3bklxrX_\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-FNCZZ2TyT7trV3bklxrX_\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-FNCZZ2TyT7trV3bklxrX_\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-FNCZZ2TyT7trV3bklxrX_\\image_4.jpg""]",https://www.propmarket.co.ls/properties/FNCZZ2TyT7trV3bklxrX_,Good,Traditional,Suburban,"[""parking""]",rent,4,Lesotho,Maseru,text_match,Katlehong,commercial,,2,train,not_residential:commercial,False,False
propmarket-Jt0Cc35_yXnppB3KQQRT4,propmarket,Guest House,New Heights guest house \n\nKhubetsoana location Lerakong \n\nSingle M 500.00\nDouble M650.00\nIf you are looking for a place to call home when you are away from home please contact us today.,"Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",500,LSL,Maseru,"Khubetsoana, Maseru",House,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Jt0Cc35_yXnppB3KQQRT4\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Jt0Cc35_yXnppB3KQQRT4\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Jt0Cc35_yXnppB3KQQRT4\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Jt0Cc35_yXnppB3KQQRT4\\image_4.jpg""]",https://www.propmarket.co.ls/properties/Jt0Cc35_yXnppB3KQQRT4,New,Traditional,Suburban,[],rent,4,Lesotho,Maseru,text_match,Khubetsoana,commercial,,,test,not_residential:commercial,False,False
propmarket-l3VzwxdRctomL_kOBoNk6,propmarket,Commercial,"This huge property is at Ha-Motloheloa Ntshelle at 4m and it is negotiable, u nkella le tsohle including trucks and business houses.","Thepa ena ya mofuta wa house e fumaneha Ha Motloheloa, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 4,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",4000000,LSL,Maseru,"Ha Motloheloa, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-l3VzwxdRctomL_kOBoNk6\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-l3VzwxdRctomL_kOBoNk6\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-l3VzwxdRctomL_kOBoNk6\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-l3VzwxdRctomL_kOBoNk6\\image_4.jpg""]",https://www.propmarket.co.ls/properties/l3VzwxdRctomL_kOBoNk6,Good,Contemporary,Suburban,[],sale,4,Lesotho,Maseru,text_match,Ha Motloheloa,commercial,,2,test,not_residential:commercial,False,False
propmarket-56sZ3iLD1S70wZWA1ZbGJ,propmarket,Office,"ground floor, 34sqm area of 2 offices, rent 10.5k plus 10.5k security. agent fees apply","Thepa ena ya mofuta wa commercial e fumaneha Mohalalitoe, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 10,500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",10500,LSL,Maseru,"Mohalalitoe, Maseru",Commercial,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-56sZ3iLD1S70wZWA1ZbGJ\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-56sZ3iLD1S70wZWA1ZbGJ\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-56sZ3iLD1S70wZWA1ZbGJ\\image_3.jpg""]",https://www.propmarket.co.ls/properties/56sZ3iLD1S70wZWA1ZbGJ,Good,Contemporary,Suburban,"[""office-ready"", ""security""]",rent,3,Lesotho,Maseru,text_match,Mohalalitoe,commercial,,2,train,not_residential:commercial,False,False
propmarket-1TpIGvkFQG08fdE-GeXki,propmarket,Commercial,We have this 10000sqm site at Sehlabeng and it has a lease at just 1.3m,"Thepa ena ya mofuta wa site e fumaneha Sehlabeng (ha Ts'oene Lipohong), Berea. E na le sebaka sena mme e fumaneha ka theko ya M 1,300,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1300000,LSL,Berea,"Sehlabeng (ha Ts'oene Lipohong), Berea",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-1TpIGvkFQG08fdE-GeXki\\image_1.jpg""]",https://www.propmarket.co.ls/properties/1TpIGvkFQG08fdE-GeXki,Good,Contemporary,Suburban,[],sale,1,Lesotho,Berea,text_match,Sehlabeng (ha Ts'oene Lipohong),commercial,,,train,not_residential:commercial,False,False
propmarket-6MZ5bxvKORBi0Mj3TBbIF,propmarket,Village Shopping Complex,We have this mini complex at Ha Tsolo Usave Ha Tsolo Maseru at 1.5 m..Tenants are already there,"Thepa ena ya mofuta wa commercial e fumaneha Usave, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 1,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1500000,LSL,Maseru,"Usave, Maseru",Commercial,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-6MZ5bxvKORBi0Mj3TBbIF\\image_1.jpg""]",https://www.propmarket.co.ls/properties/6MZ5bxvKORBi0Mj3TBbIF,Good,Contemporary,Suburban,"[""road access""]",sale,1,Lesotho,Maseru,text_match,Usave,commercial,,2,train,not_residential:commercial,False,False
propmarket-1m6yiIhqoyyiUv9yQaiJO,propmarket,"21 Bedrooms, Guest House","Investors Take note!!!!!!\n\nGuesthouse for sale in Likileng Butha Buthe.\n\nThis guesthouse is being auctioned on the 19 of September 2025.\n\nPlace High Court of Lesotho Northen Division at 9 am.\n\nIf you are looking for a place to make you daily income this is your opportunity!!!! \nThis guesthouse offers 21 bedrooms.\n\nGround floor offers reception, passage, toilets, kitchen, conference hall.\n\nFirst floor, 5 hotel rooms with en suite bathrooms.\nSecond floor 6 guest room. \n\nStandard rooms 11 Rate M800 per night\nExecutive rooms X5 M950 per night\nFamily rooms X5 M900 per night \nLunch X5\nDinner X5\nConference call X5\n\nCall today and make use of this amazing investment opportunity.\n","Thepa ena ya mofuta wa house e fumaneha Likileng(paballong), Reserve (butha Buthe). E na le dikamore tse 21 le dibate tse 11 mme e fumaneha ka theko ya M 5,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",5000000,LSL,Reserve (Butha Buthe),"Likileng(paballong), Reserve (butha Buthe)",House,21,11,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-1m6yiIhqoyyiUv9yQaiJO\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-1m6yiIhqoyyiUv9yQaiJO\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-1m6yiIhqoyyiUv9yQaiJO\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-1m6yiIhqoyyiUv9yQaiJO\\image_4.jpg""]",https://www.propmarket.co.ls/properties/1m6yiIhqoyyiUv9yQaiJO,Good,Family,Suburban,[],sale,4,Lesotho,Butha-Buthe,text_match,Likileng(paballong),commercial,,5+,train,not_residential:commercial,False,False
propmarket-jWqWDunZpClxwr50640ud,propmarket,Village Shopping Complex,"<p>We are selling this mini complex at Ha-Matala at 700k negotiable, the collection of rent monthly is over 10k.</p>","Thepa ena ya mofuta wa commercial e fumaneha Ha Matala, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 700,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",700000,LSL,Maseru,"Ha Matala, Maseru",Commercial,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-jWqWDunZpClxwr50640ud\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-jWqWDunZpClxwr50640ud\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-jWqWDunZpClxwr50640ud\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-jWqWDunZpClxwr50640ud\\image_4.jpg""]",https://www.propmarket.co.ls/properties/jWqWDunZpClxwr50640ud,Good,Contemporary,Suburban,[],sale,4,Lesotho,Maseru,text_match,Ha Matala,commercial,,2,test,not_residential:commercial,False,False
propmarket-03tGL-LyZ-z9na20N8WHN,propmarket,Malaene,"<p>We have this property at Ha Pita Ha Seleso pela Maloti Supermarket.. Ke li single tse 15,not fat from the road just 2 minutes.. 825k</p>","Thepa ena ya mofuta wa house e fumaneha Ha Pita, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 825,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",825000,LSL,Maseru,"Ha Pita, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-03tGL-LyZ-z9na20N8WHN\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-03tGL-LyZ-z9na20N8WHN\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-03tGL-LyZ-z9na20N8WHN\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-03tGL-LyZ-z9na20N8WHN\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-03tGL-LyZ-z9na20N8WHN\\image_5.png""]",https://www.propmarket.co.ls/properties/03tGL-LyZ-z9na20N8WHN,Good,Traditional,Suburban,"[""road access""]",sale,5,Lesotho,Maseru,text_match,Ha Pita,commercial,,2,val,not_residential:commercial,False,False
propmarket-nPomYV-UzDSR2r9Xnuq6E,propmarket,"2 Bedrooms, Duplex","<p>A well secured Residential Duplex for rental in Hospital Area Mafeteng.</p><p>- 2 fully fitted bedrooms</p><p>- a spacious lounge</p><p>- Fully fitted open plan kitchen, with stove, oven and extractor fan</p><p>- Toilet and shower</p><p>- Washing machine connectivity</p><p>- Contingency water storage tank in case of water cuts</p><p>- Mini complex secured with fencing and a remote controlled access gate</p><p>- Sufficient parking space</p><p>- Close proximity to facilities including main hospital, schools, sporting grounds, shopping centres</p><p>- Water bill, gardening fee included in the rental</p><p>-Rent R3000 plus equivalent security deposit.</p>","Thepa ena ya mofuta wa townhouse e fumaneha Mafeteng Hospital, Mafeteng. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 3,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3000,LSL,Mafeteng,"Mafeteng Hospital, Mafeteng",Townhouse,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-nPomYV-UzDSR2r9Xnuq6E\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-nPomYV-UzDSR2r9Xnuq6E\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-nPomYV-UzDSR2r9Xnuq6E\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-nPomYV-UzDSR2r9Xnuq6E\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-nPomYV-UzDSR2r9Xnuq6E\\image_5.jpg""]",https://www.propmarket.co.ls/properties/nPomYV-UzDSR2r9Xnuq6E,Good,Family,Garden,"[""water connection"", ""parking"", ""garden"", ""near schools"", ""road access"", ""security"", ""shower""]",rent,5,Lesotho,Mafeteng,text_match,Mafeteng Hospital,commercial,,2,val,not_residential:commercial,False,False
propmarket-OwHW5vnV2magFGDtlpYHa,propmarket,"12 Bedrooms, Guest House","<p>Loretobs Guest House - located at Marabeng, Ha Foso. There are 12 rooms and CCTV. Rate - M50 per hour, M200 per night</p>","Thepa ena ya mofuta wa house e fumaneha Ha Foso, Berea. E na le dikamore tse 12 le dibate tse 1 mme e fumaneha ka theko ya M 1,600,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1600000,LSL,Berea,"Ha Foso, Berea",House,12,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-OwHW5vnV2magFGDtlpYHa\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-OwHW5vnV2magFGDtlpYHa\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-OwHW5vnV2magFGDtlpYHa\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-OwHW5vnV2magFGDtlpYHa\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-OwHW5vnV2magFGDtlpYHa\\image_5.png""]",https://www.propmarket.co.ls/properties/OwHW5vnV2magFGDtlpYHa,Good,Traditional,Suburban,[],sale,5,Lesotho,Berea,text_match,Ha Foso,commercial,,5+,train,not_residential:commercial,False,False
propmarket-ooke0hi120QDMrBIrOdgu,propmarket,"1 Unit, Office",OFFICE SPACE FOR RENTAL \n \nMaseru West \nRENT PER MONTH: 18K\nSECURITY DEPOSIT: 18K\n\nFirst Floor:\n4 huge Office Rooms.\n\nGround Floor:\n1 Large Bedroom area\n1 Office \n1ensuit Office adjustment \nKitchenette. \nBig Carport accommodating 7cars max.\nGarage/Storeroom. \n\nFor further inquiries and viewing please contact +266 59107030,"Thepa ena ya mofuta wa commercial e fumaneha Maseru West, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 18,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",18000,LSL,Maseru,"Maseru West, Maseru",Commercial,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ooke0hi120QDMrBIrOdgu\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ooke0hi120QDMrBIrOdgu\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ooke0hi120QDMrBIrOdgu\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ooke0hi120QDMrBIrOdgu\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ooke0hi120QDMrBIrOdgu\\image_5.jpg""]",https://www.propmarket.co.ls/properties/ooke0hi120QDMrBIrOdgu,Good,Contemporary,Hillside,"[""garage"", ""office-ready"", ""security""]",rent,5,Lesotho,Maseru,text_match,Maseru West,commercial,,2,train,not_residential:commercial,False,False
