property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate
propmarket-h6TS1Gk63_zZvuZl9UZb-,propmarket,Site,This site is at Upper Thamae pela Ha-Qhomane just 2 minutes from the main road..se pela metsi le motlakase at just 80k,"Thepa ena ya mofuta wa site e fumaneha Upper Thamae, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 85,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",85000,LSL,Maseru,"Upper Thamae, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-h6TS1Gk63_zZvuZl9UZb-\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-h6TS1Gk63_zZvuZl9UZb-\\image_2.jpg""]",https://www.propmarket.co.ls/properties/h6TS1Gk63_zZvuZl9UZb-,Good,Traditional,Suburban,"[""road access""]",sale,2,Lesotho,Maseru,text_match,Upper Thamae,site_land,,,test,not_residential:site_land,False,False
propmarket-5zACiX0rDl2j0hsFvx5_6,propmarket,Site,Site Ha- Leburu pela Peka Health Center,"Thepa ena ya mofuta wa site e fumaneha Peka, Leribe. E na le sebaka sena mme e fumaneha ka theko ya M 25,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",25000,LSL,Leribe,"Peka, Leribe",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5zACiX0rDl2j0hsFvx5_6\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5zACiX0rDl2j0hsFvx5_6\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5zACiX0rDl2j0hsFvx5_6\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5zACiX0rDl2j0hsFvx5_6\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-5zACiX0rDl2j0hsFvx5_6\\image_5.jpg""]",https://www.propmarket.co.ls/properties/5zACiX0rDl2j0hsFvx5_6,Good,Traditional,Suburban,[],sale,5,Lesotho,Leribe,text_match,Peka,site_land,,,train,not_residential:site_land,False,False
propmarket-Hzm_mf988kJzAKRheNqab,propmarket,Site,30 by 30 site in Maqhaka\nNo lease empa ke Form C \n5M= minutes to the main road\nsingle room ka jareteng,"Thepa ena ya mofuta wa site e fumaneha Maqhaka, Berea. E na le sebaka sena mme e fumaneha ka theko ya M 110,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",110000,LSL,Berea,"Maqhaka, Berea",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Hzm_mf988kJzAKRheNqab\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-Hzm_mf988kJzAKRheNqab\\image_2.jpg""]",https://www.propmarket.co.ls/properties/Hzm_mf988kJzAKRheNqab,Good,Traditional,Suburban,"[""road access""]",sale,2,Lesotho,Berea,text_match,Maqhaka,site_land,,,test,not_residential:site_land,False,False
propmarket-YXVKHMOFsUcM8ViZ0MQVa,propmarket,Site,"10 sites from size of 332.2sqm to 1262sqm prices from M28000 to M60000, Mabuthile Thota Moli about 30 minutes ho ea lifemeng tse ncha","Thepa ena ya mofuta wa site e fumaneha Butha Buthe District, Lesotho. E na le sebaka sena mme e fumaneha ka theko ya M 28,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",28000,LSL,Lesotho,"Butha Buthe District, Lesotho",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YXVKHMOFsUcM8ViZ0MQVa\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YXVKHMOFsUcM8ViZ0MQVa\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YXVKHMOFsUcM8ViZ0MQVa\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YXVKHMOFsUcM8ViZ0MQVa\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-YXVKHMOFsUcM8ViZ0MQVa\\image_5.jpg""]",https://www.propmarket.co.ls/properties/YXVKHMOFsUcM8ViZ0MQVa,Good,Traditional,Suburban,[],sale,5,Lesotho,Butha-Buthe,text_match,Butha Buthe District,site_land,,,train,not_residential:site_land,False,False
propmarket-m88CryXG8k0xW5dSWWbeP,propmarket,Site,"Site e pela lebala la bolo la Matukeng about 10 minutes to the clinic, about5 minutesto main road","Thepa ena ya mofuta wa site e fumaneha Matukeng, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 55,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",55000,LSL,Maseru,"Matukeng, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-m88CryXG8k0xW5dSWWbeP\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-m88CryXG8k0xW5dSWWbeP\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-m88CryXG8k0xW5dSWWbeP\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-m88CryXG8k0xW5dSWWbeP\\image_4.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-m88CryXG8k0xW5dSWWbeP\\image_5.jpg""]",https://www.propmarket.co.ls/properties/m88CryXG8k0xW5dSWWbeP,Good,Traditional,Suburban,"[""road access""]",sale,5,Lesotho,Maseru,text_match,Matukeng,site_land,,,val,not_residential:site_land,False,False
propmarket-PwDOUZbr8JLv22JJ4DtXu,propmarket,Site,"The site is at Ha-Teko Matebeleng, se pela metsi le motlakase and it is 638sqm at just 45k","Thepa ena ya mofuta wa site e fumaneha Teko, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 45,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",45000,LSL,Maseru,"Teko, Maseru",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-PwDOUZbr8JLv22JJ4DtXu\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-PwDOUZbr8JLv22JJ4DtXu\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-PwDOUZbr8JLv22JJ4DtXu\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-PwDOUZbr8JLv22JJ4DtXu\\image_4.jpg""]",https://www.propmarket.co.ls/properties/PwDOUZbr8JLv22JJ4DtXu,Good,Traditional,Suburban,[],sale,4,Lesotho,Maseru,text_match,Teko,site_land,,,train,not_residential:site_land,False,False
propmarket-G3UCeX817Q6FWj27vP106,propmarket,Site,"The site is 513sqm with a 2 roomed house, it is located near The Mart tlasa ha ntate Kamoli but ka sideng ea The Mart","Thepa ena ya mofuta wa house e fumaneha Ha Matala, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 190,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",190000,LSL,Maseru,"Ha Matala, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-G3UCeX817Q6FWj27vP106\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-G3UCeX817Q6FWj27vP106\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-G3UCeX817Q6FWj27vP106\\image_3.jpg""]",https://www.propmarket.co.ls/properties/G3UCeX817Q6FWj27vP106,Good,Traditional,Suburban,[],sale,3,Lesotho,Maseru,text_match,Ha Matala,site_land,,2,train,not_residential:site_land,False,False
propmarket-HxWkDZLJ0BgaJ2C-W4q11,propmarket,Site,"648 Square meters in Masowe 3, Water and Electricity li teng haufi haholo. \n\nLooking for a site that you can build your dream home? Do not hesitate to contact me today for a viewing.\nLease is available \n\n","Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 250,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",250000,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,2,1,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HxWkDZLJ0BgaJ2C-W4q11\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HxWkDZLJ0BgaJ2C-W4q11\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HxWkDZLJ0BgaJ2C-W4q11\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-HxWkDZLJ0BgaJ2C-W4q11\\image_4.jpg""]",https://www.propmarket.co.ls/properties/HxWkDZLJ0BgaJ2C-W4q11,Good,Traditional,Hillside,"[""water connection"", ""electricity"", ""near schools"", ""road access""]",sale,4,Lesotho,Maseru,text_match,Masowe 1b Secondary School,site_land,,2,train,not_residential:site_land,False,False
propmarket-ql_iSXC4Uy4KYLWVTr0QL,propmarket,"6 Units, 1 Bedroom, Malaene","6 doubles\nLeased site, 1468sqm","Thepa ena ya mofuta wa site e fumaneha Qoaling, Maseru. E na le dikamore tse 1 mme e fumaneha ka theko ya M 600,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",600000,LSL,Maseru,"Qoaling, Maseru",Site,1,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ql_iSXC4Uy4KYLWVTr0QL\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ql_iSXC4Uy4KYLWVTr0QL\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ql_iSXC4Uy4KYLWVTr0QL\\image_3.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-ql_iSXC4Uy4KYLWVTr0QL\\image_4.png""]",https://www.propmarket.co.ls/properties/ql_iSXC4Uy4KYLWVTr0QL,Good,Traditional,Suburban,[],sale,4,Lesotho,Maseru,text_match,Qoaling,site_land,,1,train,not_residential:site_land,False,False
propmarket-sdrhzPv_vZxCa8OS0OkZN,propmarket,Site,Fumana litsha Maqhaka Makola\n📌Tlasa Kereke\n✅️R42k - 32.9m by 17.9m\n✅️20m by 20m - R47k\n✅️22m by 20m - R52k\n\n📌Pela High Veld\n✅️ R36k - 22m by 20m\n✅️ R41k - 24m by 19m\n✅️ R51k - 26m by 21m\n\nC/W 5945 5829 for more details and site visits,"Thepa ena ya mofuta wa site e fumaneha Maqhaka, Berea. E na le sebaka sena mme e fumaneha ka theko ya M 36,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",36000,LSL,Berea,"Maqhaka, Berea",Site,0,0,"[""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-sdrhzPv_vZxCa8OS0OkZN\\image_1.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-sdrhzPv_vZxCa8OS0OkZN\\image_2.jpg"", ""C:\\Users\\lepha\\Documents\\Codex\\Real Estate System\\generated\\images\\live\\propmarket\\propmarket-sdrhzPv_vZxCa8OS0OkZN\\image_3.jpg""]",https://www.propmarket.co.ls/properties/sdrhzPv_vZxCa8OS0OkZN,Good,Traditional,Suburban,[],sale,3,Lesotho,Berea,text_match,Maqhaka,site_land,,,train,not_residential:site_land,False,False
